shop_id,product_id,transaction_type,quantity,unit_price,total_amount,transaction_time,payment_method
19,134,SALE,2,466.92,933.84,2023-05-07,CASH
10,154,SALE,7,455.81,3190.67,2023-01-27,CASH
21,59,SALE,6,276.76,1660.56,2023-09-02,UPI
43,157,SALE,8,454.32,3634.56,2023-08-23,CARD
44,171,SALE,3,209.8,629.4,2023-10-11,CARD
1,18,SALE,7,12.03,84.21,2023-03-19,UPI
47,5,SALE,9,66.3,596.7,2023-01-21,CARD
50,41,SALE,1,106.89,106.89,2023-07-01,CASH
25,31,SALE,3,100.82,302.46,2023-10-10,CARD
1,39,SALE,2,117.75,235.5,2023-06-05,CASH
30,35,SALE,1,438.88,438.88,2023-09-09,UPI
47,86,SALE,3,304.07,912.21,2023-07-29,CARD
10,137,SALE,7,473.74,3316.18,2023-09-11,CARD
23,63,SALE,8,497.12,3976.96,2023-06-06,CASH
18,63,SALE,10,440.92,4409.2,2023-01-29,UPI
8,151,SALE,6,332.38,1994.28,2023-08-09,UPI
3,22,SALE,1,21.34,21.34,2023-10-06,CASH
14,81,SALE,7,204.93,1434.51,2023-08-13,UPI
41,184,SALE,5,473.47,2367.35,2023-05-06,UPI
27,143,SALE,9,316.28,2846.52,2023-09-14,CASH
12,125,SALE,9,96.08,864.72,2023-06-29,CARD
31,180,SALE,2,62.9,125.8,2023-06-06,CARD
36,194,SALE,1,129.28,129.28,2023-08-07,CASH
29,73,SALE,9,305.73,2751.57,2023-11-19,CARD
11,44,SALE,3,173.49,520.47,2023-02-14,CASH
50,94,SALE,9,205.07,1845.63,2023-12-02,CARD
34,113,SALE,2,386.68,773.36,2023-08-10,CARD
47,190,SALE,5,256.87,1284.35,2023-06-16,CASH
44,131,SALE,10,357.54,3575.4,2023-12-11,CASH
37,22,SALE,5,23.77,118.85,2023-10-12,CASH
27,35,SALE,10,446.7,4467.0,2023-05-21,CASH
22,19,SALE,4,111.41,445.64,2023-07-02,UPI
10,40,SALE,9,303.59,2732.31,2023-11-13,CASH
14,119,SALE,10,288.98,2889.8,2023-11-19,UPI
11,122,SALE,10,253.56,2535.6,2023-02-05,UPI
38,190,SALE,10,280.05,2800.5,2023-01-28,CASH
18,166,SALE,5,356.99,1784.95,2023-12-01,CASH
39,159,SALE,4,49.49,197.96,2023-12-07,CARD
10,199,SALE,4,363.66,1454.64,2023-09-13,CASH
37,174,SALE,2,381.37,762.74,2023-12-18,CASH
32,10,SALE,4,402.15,1608.6,2023-11-25,CASH
17,181,SALE,5,228.86,1144.3,2023-04-28,CASH
30,1,SALE,6,92.49,554.94,2023-03-06,UPI
39,51,SALE,2,232.57,465.14,2023-03-20,CASH
17,126,SALE,7,167.86,1175.02,2023-05-07,CASH
49,193,SALE,6,61.47,368.82,2023-08-29,CASH
48,124,SALE,6,348.62,2091.72,2023-06-16,CARD
21,12,SALE,2,387.33,774.66,2023-06-09,CASH
37,137,SALE,6,391.65,2349.9,2023-01-17,CARD
24,191,SALE,9,79.4,714.6,2023-04-13,CARD
38,117,SALE,5,221.3,1106.5,2023-04-04,UPI
3,44,SALE,4,176.38,705.52,2023-09-10,UPI
16,3,SALE,7,256.34,1794.38,2023-10-27,CARD
45,143,SALE,3,328.97,986.91,2023-02-03,UPI
4,192,SALE,5,258.17,1290.85,2023-08-01,CARD
14,96,SALE,1,257.73,257.73,2023-06-10,UPI
7,8,SALE,6,212.74,1276.44,2023-03-06,UPI
42,188,SALE,3,259.58,778.74,2023-04-08,UPI
43,27,SALE,6,114.17,685.02,2023-06-24,CASH
15,106,SALE,8,509.65,4077.2,2023-05-23,CARD
28,139,SALE,6,116.4,698.4,2023-10-19,CARD
45,43,SALE,6,332.24,1993.44,2023-04-02,UPI
22,113,SALE,9,339.0,3051.0,2023-09-06,CARD
2,59,SALE,4,285.23,1140.92,2023-05-11,CARD
1,107,SALE,9,420.65,3785.85,2023-03-26,CARD
2,50,SALE,6,50.75,304.5,2023-03-14,CARD
18,41,SALE,2,107.59,215.18,2023-01-10,UPI
17,187,SALE,4,420.99,1683.96,2023-07-07,UPI
26,18,SALE,9,11.78,106.02,2023-12-21,CASH
6,4,SALE,7,388.01,2716.07,2023-08-05,UPI
6,197,SALE,6,384.03,2304.18,2023-12-29,CASH
24,184,SALE,9,405.9,3653.1,2023-04-14,CARD
22,43,SALE,3,289.43,868.29,2023-02-07,UPI
42,49,SALE,10,58.64,586.4,2023-03-12,CASH
41,64,SALE,6,128.82,772.92,2023-08-09,UPI
19,8,SALE,7,214.68,1502.76,2023-10-04,CARD
32,78,SALE,1,317.12,317.12,2023-10-20,CASH
2,200,SALE,4,275.89,1103.56,2023-03-24,CASH
29,48,SALE,4,179.85,719.4,2023-05-18,CARD
47,145,SALE,8,349.86,2798.88,2023-03-18,CASH
47,131,SALE,6,333.57,2001.42,2023-02-05,CASH
35,33,SALE,4,235.36,941.44,2023-11-25,CARD
31,50,SALE,8,47.01,376.08,2023-12-08,CARD
29,153,SALE,2,221.67,443.34,2023-11-17,UPI
15,59,SALE,5,256.24,1281.2,2023-11-24,UPI
4,91,SALE,10,39.17,391.7,2023-05-29,CARD
9,80,SALE,8,274.96,2199.68,2023-01-08,CASH
7,127,SALE,2,347.27,694.54,2023-09-09,CARD
38,33,SALE,5,224.95,1124.75,2023-09-28,CASH
39,175,SALE,9,484.02,4356.18,2023-12-09,UPI
45,145,SALE,7,348.24,2437.68,2023-06-09,CASH
31,117,SALE,1,225.49,225.49,2023-11-10,CASH
11,131,SALE,2,329.88,659.76,2023-08-12,CARD
34,177,SALE,7,329.09,2303.63,2023-06-30,CARD
28,13,SALE,3,158.58,475.74,2023-09-07,CARD
47,157,SALE,3,399.14,1197.42,2023-11-30,UPI
49,16,SALE,10,90.21,902.1,2023-04-04,CARD
10,39,SALE,5,114.3,571.5,2023-10-21,UPI
43,34,SALE,3,106.45,319.35,2023-06-21,CASH
41,36,SALE,7,339.49,2376.43,2023-10-31,UPI
4,77,SALE,5,229.39,1146.95,2023-10-29,CASH
19,144,SALE,3,18.4,55.2,2023-10-16,UPI
49,126,SALE,2,163.78,327.56,2023-04-02,CASH
32,9,SALE,4,530.95,2123.8,2023-03-31,CASH
3,109,SALE,6,114.41,686.46,2023-09-10,UPI
44,137,SALE,9,463.45,4171.05,2023-12-07,CARD
24,92,SALE,5,168.13,840.65,2023-12-07,CARD
48,151,SALE,9,289.78,2608.02,2023-12-16,UPI
49,62,SALE,7,356.55,2495.85,2023-08-15,UPI
26,35,SALE,1,481.76,481.76,2023-11-05,UPI
15,94,SALE,3,194.33,582.99,2023-07-19,CARD
13,67,SALE,10,289.26,2892.6,2023-04-18,CARD
21,28,SALE,4,470.75,1883.0,2023-09-28,CASH
11,116,SALE,5,392.18,1960.9,2023-10-21,CASH
32,136,SALE,2,359.82,719.64,2023-10-01,CARD
50,122,SALE,3,246.77,740.31,2023-06-18,CASH
46,66,SALE,1,156.54,156.54,2023-11-03,UPI
30,9,SALE,6,471.65,2829.9,2023-11-30,CASH
29,44,SALE,5,189.53,947.65,2023-10-07,UPI
45,149,SALE,3,32.29,96.87,2023-02-11,CASH
7,165,SALE,7,374.86,2624.02,2023-08-30,CASH
28,62,SALE,7,302.16,2115.12,2023-01-01,UPI
2,87,SALE,10,69.6,696.0,2023-11-15,UPI
15,176,SALE,5,209.04,1045.2,2023-11-07,CASH
8,88,SALE,1,64.42,64.42,2023-11-22,CARD
21,141,SALE,9,343.74,3093.66,2023-04-08,UPI
19,68,SALE,1,74.82,74.82,2023-10-03,UPI
30,167,SALE,2,162.38,324.76,2023-04-13,UPI
32,179,SALE,2,93.8,187.6,2023-05-21,CASH
42,97,SALE,1,341.31,341.31,2023-04-28,CASH
48,7,SALE,2,245.28,490.56,2023-01-09,CARD
1,136,SALE,9,350.15,3151.35,2023-10-12,UPI
35,184,SALE,1,402.34,402.34,2023-01-20,CARD
50,63,SALE,2,449.28,898.56,2023-12-03,CARD
4,27,SALE,6,121.34,728.04,2023-01-09,CASH
35,170,SALE,1,453.82,453.82,2023-08-03,CARD
25,21,SALE,10,135.68,1356.8,2023-12-11,UPI
3,168,SALE,8,364.53,2916.24,2023-04-07,CARD
49,178,SALE,4,19.29,77.16,2023-02-02,UPI
42,164,SALE,10,358.95,3589.5,2023-06-04,CASH
29,32,SALE,10,322.22,3222.2,2023-09-05,CASH
49,60,SALE,5,109.27,546.35,2023-08-05,CASH
29,16,SALE,8,79.74,637.92,2023-03-15,UPI
18,104,SALE,4,328.63,1314.52,2023-03-01,UPI
18,188,SALE,9,234.38,2109.42,2023-06-18,CARD
35,22,SALE,3,21.91,65.73,2023-03-14,CASH
31,29,SALE,3,200.0,600.0,2023-09-13,CASH
43,196,SALE,4,161.62,646.48,2023-10-21,UPI
36,2,SALE,3,480.69,1442.07,2023-09-30,CARD
29,186,SALE,4,230.5,922.0,2023-06-01,CASH
4,43,SALE,2,335.31,670.62,2023-04-22,CASH
2,184,SALE,1,401.92,401.92,2023-07-21,CARD
10,128,SALE,1,189.35,189.35,2023-09-20,UPI
4,186,SALE,2,207.6,415.2,2023-12-23,CARD
6,69,SALE,4,226.16,904.64,2023-03-12,UPI
48,194,SALE,3,119.38,358.14,2023-03-19,CARD
2,117,SALE,1,219.03,219.03,2023-01-12,CARD
15,111,SALE,7,384.55,2691.85,2023-07-07,UPI
42,114,SALE,8,228.51,1828.08,2023-07-16,CARD
24,115,SALE,8,418.96,3351.68,2023-04-11,UPI
42,26,SALE,7,36.56,255.92,2023-11-08,CARD
26,133,SALE,9,78.82,709.38,2023-08-01,CASH
39,78,SALE,4,352.16,1408.64,2023-05-30,CARD
16,193,SALE,3,58.94,176.82,2023-12-18,UPI
6,72,SALE,7,142.55,997.85,2023-07-24,CARD
4,150,SALE,10,284.5,2845.0,2023-12-04,CARD
31,177,SALE,3,387.06,1161.18,2023-08-24,CARD
26,57,SALE,8,133.87,1070.96,2023-06-16,CASH
13,190,SALE,1,278.56,278.56,2023-01-21,CASH
5,154,SALE,5,443.39,2216.95,2023-02-15,UPI
17,43,SALE,2,332.36,664.72,2023-05-03,CARD
4,163,SALE,10,124.74,1247.4,2023-06-12,CARD
31,42,SALE,10,476.16,4761.6,2023-08-14,UPI
37,101,SALE,10,246.54,2465.4,2023-03-01,UPI
29,191,SALE,2,67.44,134.88,2023-10-19,UPI
49,83,SALE,1,78.27,78.27,2023-06-27,UPI
9,50,SALE,6,45.52,273.12,2023-03-06,CARD
49,34,SALE,9,111.9,1007.1,2023-03-31,UPI
40,126,SALE,5,183.76,918.8,2023-09-01,UPI
11,121,SALE,10,357.48,3574.8,2023-08-30,UPI
20,191,SALE,6,68.69,412.14,2023-10-11,CARD
42,199,SALE,4,332.31,1329.24,2023-03-27,CARD
37,170,SALE,9,449.56,4046.04,2023-03-28,CASH
44,78,SALE,4,311.55,1246.2,2023-08-19,UPI
20,119,SALE,5,318.85,1594.25,2023-10-25,CARD
13,16,SALE,4,77.52,310.08,2023-02-21,CARD
19,60,SALE,3,110.62,331.86,2023-07-01,UPI
3,10,SALE,1,429.32,429.32,2023-01-18,CASH
35,8,SALE,6,203.27,1219.62,2023-01-13,UPI
22,141,SALE,7,375.39,2627.73,2023-12-27,CARD
36,115,SALE,1,444.12,444.12,2023-07-09,CARD
8,173,SALE,7,232.4,1626.8,2023-10-22,CASH
32,65,SALE,7,141.52,990.64,2023-09-07,CARD
29,94,SALE,7,179.76,1258.32,2023-05-14,CASH
34,61,SALE,3,383.33,1149.99,2023-07-07,CASH
6,160,SALE,9,371.89,3347.01,2023-06-04,CARD
15,46,SALE,2,275.67,551.34,2023-03-22,CASH
49,56,SALE,5,128.79,643.95,2023-10-12,CASH
47,128,SALE,8,181.76,1454.08,2023-09-30,UPI
23,168,SALE,10,337.56,3375.6,2023-07-23,UPI
43,93,SALE,10,193.66,1936.6,2023-06-24,UPI
35,143,SALE,7,305.89,2141.23,2023-04-26,CARD
46,19,SALE,8,102.94,823.52,2023-07-02,CARD
33,179,SALE,4,92.92,371.68,2023-07-12,CARD
38,131,SALE,7,365.31,2557.17,2023-03-21,UPI
31,93,SALE,2,162.19,324.38,2023-12-03,CARD
38,116,SALE,7,431.81,3022.67,2023-01-31,CARD
25,106,SALE,3,450.12,1350.36,2023-12-04,UPI
26,86,SALE,5,321.8,1609.0,2023-06-07,UPI
43,45,SALE,1,344.48,344.48,2023-03-04,UPI
48,198,SALE,5,272.98,1364.9,2023-06-11,CARD
38,109,SALE,10,118.88,1188.8,2023-07-03,CARD
22,164,SALE,8,319.5,2556.0,2023-04-21,UPI
25,19,SALE,7,108.88,762.16,2023-05-01,CASH
21,115,SALE,10,402.69,4026.9,2023-09-25,CASH
38,57,SALE,9,123.17,1108.53,2023-03-14,UPI
1,25,SALE,6,140.4,842.4,2023-09-09,UPI
8,169,SALE,6,215.23,1291.38,2023-04-04,UPI
24,183,SALE,10,402.61,4026.1,2023-02-24,CARD
45,120,SALE,6,223.53,1341.18,2023-09-09,UPI
36,122,SALE,1,261.53,261.53,2023-01-14,CASH
48,72,SALE,2,149.15,298.3,2023-10-05,CASH
10,173,SALE,10,232.59,2325.9,2023-02-01,CARD
25,139,SALE,10,106.31,1063.1,2023-12-22,UPI
30,9,SALE,6,522.09,3132.54,2023-11-04,CASH
28,140,SALE,1,114.21,114.21,2023-10-18,UPI
14,131,SALE,1,356.6,356.6,2023-05-08,CASH
45,36,SALE,2,358.21,716.42,2023-08-06,CARD
25,180,SALE,8,52.94,423.52,2023-04-07,CASH
39,118,SALE,2,309.98,619.96,2023-07-25,CARD
43,184,SALE,3,455.27,1365.81,2023-06-07,CARD
4,139,SALE,9,104.01,936.09,2023-04-29,CASH
7,40,SALE,7,269.55,1886.85,2023-10-27,CARD
11,131,SALE,5,339.5,1697.5,2023-07-20,CARD
28,124,SALE,8,367.2,2937.6,2023-04-28,CARD
38,77,SALE,9,245.16,2206.44,2023-07-01,UPI
31,30,SALE,7,114.98,804.86,2023-11-12,CASH
39,115,SALE,8,469.8,3758.4,2023-07-12,CARD
48,187,SALE,9,416.49,3748.41,2023-09-19,CASH
42,35,SALE,9,422.73,3804.57,2023-06-12,UPI
13,148,SALE,5,40.68,203.4,2023-10-06,CARD
22,101,SALE,2,252.42,504.84,2023-08-05,CASH
12,189,SALE,7,76.37,534.59,2023-07-21,UPI
28,80,SALE,8,264.94,2119.52,2023-01-03,UPI
23,47,SALE,8,87.48,699.84,2023-05-17,UPI
15,160,SALE,10,352.25,3522.5,2023-07-13,CASH
28,194,SALE,6,117.28,703.68,2023-08-27,CASH
24,3,SALE,7,277.67,1943.69,2023-08-06,CASH
41,70,SALE,4,374.69,1498.76,2023-12-11,CARD
42,104,SALE,5,357.87,1789.35,2023-10-31,CARD
15,53,SALE,5,287.96,1439.8,2023-07-07,CARD
13,138,SALE,5,198.85,994.25,2023-03-23,CARD
17,114,SALE,8,236.1,1888.8,2023-12-23,CARD
31,121,SALE,7,364.06,2548.42,2023-10-19,UPI
47,54,SALE,10,389.67,3896.7,2023-02-19,UPI
20,133,SALE,3,79.08,237.24,2023-04-23,UPI
23,161,SALE,10,196.85,1968.5,2023-01-07,UPI
39,181,SALE,1,250.95,250.95,2023-03-29,CARD
13,181,SALE,4,220.22,880.88,2023-02-18,UPI
35,104,SALE,2,364.58,729.16,2023-08-18,CASH
24,116,SALE,8,471.21,3769.68,2023-04-11,CARD
13,106,SALE,9,537.43,4836.87,2023-11-01,CASH
36,6,SALE,4,163.58,654.32,2023-11-10,CASH
21,50,SALE,3,54.35,163.05,2023-05-17,UPI
30,124,SALE,4,322.2,1288.8,2023-06-22,UPI
8,56,SALE,9,114.46,1030.14,2023-02-28,CASH
20,121,SALE,5,370.71,1853.55,2023-04-02,CARD
17,21,SALE,3,129.95,389.85,2023-05-10,CARD
39,104,SALE,6,348.24,2089.44,2023-03-09,CARD
3,14,SALE,10,145.58,1455.8,2023-04-29,CARD
32,74,SALE,8,213.72,1709.76,2023-11-19,UPI
45,50,SALE,7,52.59,368.13,2023-04-23,CASH
48,119,SALE,7,283.35,1983.45,2023-12-08,CARD
7,64,SALE,1,114.77,114.77,2023-11-10,UPI
6,5,SALE,5,75.96,379.8,2023-02-06,CARD
24,62,SALE,6,317.31,1903.86,2023-05-29,CASH
7,31,SALE,8,91.62,732.96,2023-11-24,CARD
26,107,SALE,5,453.11,2265.55,2023-09-20,CARD
1,167,SALE,7,175.09,1225.63,2023-03-12,CARD
20,135,SALE,5,47.27,236.35,2023-03-08,UPI
14,196,SALE,4,177.34,709.36,2023-08-29,UPI
50,173,SALE,2,247.08,494.16,2023-03-31,CARD
26,129,SALE,4,166.91,667.64,2023-08-18,CASH
13,121,SALE,3,374.79,1124.37,2023-06-25,CASH
40,187,SALE,2,373.2,746.4,2023-12-25,CARD
8,83,SALE,8,82.87,662.96,2023-11-04,UPI
25,126,SALE,4,173.59,694.36,2023-01-04,CARD
22,57,SALE,2,147.12,294.24,2023-12-12,CASH
42,101,SALE,6,247.64,1485.84,2023-08-06,UPI
42,60,SALE,5,105.05,525.25,2023-04-26,CARD
34,75,SALE,6,390.82,2344.92,2023-02-25,CASH
13,101,SALE,4,214.07,856.28,2023-11-28,UPI
29,165,SALE,7,312.41,2186.87,2023-04-17,UPI
14,186,SALE,3,237.61,712.83,2023-01-09,CASH
37,108,SALE,5,353.28,1766.4,2023-08-28,CASH
42,70,SALE,7,385.99,2701.93,2023-03-26,CASH
48,123,SALE,3,94.02,282.06,2023-10-17,CARD
1,154,SALE,2,413.75,827.5,2023-06-03,UPI
13,113,SALE,5,369.09,1845.45,2023-05-11,CARD
10,65,SALE,5,142.47,712.35,2023-10-06,CARD
24,26,SALE,4,36.27,145.08,2023-09-13,CARD
16,150,SALE,5,313.07,1565.35,2023-06-02,CARD
15,146,SALE,8,447.56,3580.48,2023-02-11,CARD
41,75,SALE,3,370.29,1110.87,2023-01-04,CASH
36,117,SALE,6,253.72,1522.32,2023-02-01,UPI
28,85,SALE,3,315.85,947.55,2023-07-22,CARD
37,63,SALE,8,475.43,3803.44,2023-04-10,UPI
27,17,SALE,9,20.04,180.36,2023-12-17,CARD
27,54,SALE,5,434.75,2173.75,2023-08-02,CARD
48,199,SALE,8,378.58,3028.64,2023-04-13,UPI
2,57,SALE,9,128.3,1154.7,2023-05-30,CARD
34,84,SALE,1,36.63,36.63,2023-01-31,CARD
47,152,SALE,9,486.0,4374.0,2023-09-17,CARD
23,156,SALE,4,108.61,434.44,2023-05-26,CARD
19,131,SALE,6,397.7,2386.2,2023-04-25,CASH
49,126,SALE,7,157.17,1100.19,2023-01-15,CARD
35,146,SALE,8,473.21,3785.68,2023-02-20,UPI
6,168,SALE,5,365.97,1829.85,2023-06-07,CASH
45,12,SALE,6,350.15,2100.9,2023-10-04,UPI
48,179,SALE,10,101.6,1016.0,2023-05-21,CASH
11,44,SALE,8,200.65,1605.2,2023-10-08,UPI
45,181,SALE,6,246.21,1477.26,2023-09-21,UPI
40,182,SALE,7,357.22,2500.54,2023-06-14,UPI
5,182,SALE,9,351.36,3162.24,2023-03-16,CASH
8,76,SALE,5,193.4,967.0,2023-03-01,CARD
49,48,SALE,8,180.1,1440.8,2023-08-15,CASH
20,95,SALE,2,31.7,63.4,2023-12-10,CARD
20,105,SALE,7,275.62,1929.34,2023-04-11,CARD
48,4,SALE,8,355.11,2840.88,2023-07-07,UPI
24,11,SALE,1,162.99,162.99,2023-11-26,CASH
39,43,SALE,6,300.34,1802.04,2023-01-28,UPI
25,124,SALE,5,319.79,1598.95,2023-11-08,CASH
36,70,SALE,4,421.24,1684.96,2023-03-30,UPI
18,12,SALE,6,377.81,2266.86,2023-02-11,UPI
33,183,SALE,1,392.58,392.58,2023-05-12,CASH
35,155,SALE,7,500.9,3506.3,2023-07-17,CARD
39,176,SALE,6,218.96,1313.76,2023-03-26,CASH
32,95,SALE,1,34.38,34.38,2023-03-06,CARD
15,79,SALE,10,366.85,3668.5,2023-08-27,UPI
3,168,SALE,1,390.0,390.0,2023-03-20,UPI
7,113,SALE,9,349.3,3143.7,2023-07-31,CASH
26,174,SALE,6,386.71,2320.26,2023-03-04,UPI
26,21,SALE,8,136.84,1094.72,2023-10-20,UPI
3,49,SALE,10,54.91,549.1,2023-10-16,CARD
48,90,SALE,4,255.95,1023.8,2023-10-11,CASH
29,193,SALE,6,60.86,365.16,2023-01-11,UPI
12,116,SALE,9,409.93,3689.37,2023-12-31,CASH
22,200,SALE,6,307.96,1847.76,2023-01-29,UPI
49,11,SALE,1,168.4,168.4,2023-02-18,CASH
43,196,SALE,5,165.43,827.15,2023-12-29,CASH
44,111,SALE,4,357.9,1431.6,2023-06-26,UPI
14,76,SALE,7,194.44,1361.08,2023-06-17,UPI
32,160,SALE,3,390.21,1170.63,2023-05-27,CASH
10,196,SALE,7,160.63,1124.41,2023-07-22,UPI
41,19,SALE,5,99.22,496.1,2023-08-11,UPI
24,140,SALE,9,98.25,884.25,2023-08-07,CARD
35,26,SALE,9,31.44,282.96,2023-05-18,UPI
27,72,SALE,10,141.46,1414.6,2023-11-23,CARD
12,191,SALE,10,68.22,682.2,2023-11-18,CARD
48,180,SALE,6,60.27,361.62,2023-06-18,UPI
27,140,SALE,5,110.26,551.3,2023-08-04,CARD
41,169,SALE,4,201.61,806.44,2023-09-08,UPI
41,182,SALE,5,352.1,1760.5,2023-12-28,UPI
33,86,SALE,3,284.35,853.05,2023-01-26,UPI
46,103,SALE,1,115.33,115.33,2023-04-30,CARD
33,62,SALE,6,318.12,1908.72,2023-07-03,CARD
13,172,SALE,10,494.14,4941.4,2023-05-24,CARD
30,59,SALE,9,277.23,2495.07,2023-06-22,CASH
42,7,SALE,2,255.41,510.82,2023-03-18,CASH
38,104,SALE,3,354.67,1064.01,2023-06-16,CARD
37,2,SALE,3,419.28,1257.84,2023-06-05,UPI
29,108,SALE,3,329.2,987.6,2023-03-17,CARD
11,131,SALE,2,383.32,766.64,2023-07-30,CASH
21,120,SALE,1,220.05,220.05,2023-10-25,CARD
29,183,SALE,8,368.83,2950.64,2023-09-08,CASH
9,69,SALE,2,220.72,441.44,2023-03-14,CARD
31,20,SALE,5,386.48,1932.4,2023-08-05,UPI
35,127,SALE,8,325.71,2605.68,2023-05-20,UPI
49,141,SALE,4,365.78,1463.12,2023-09-17,UPI
43,7,SALE,8,280.85,2246.8,2023-07-13,CASH
31,66,SALE,10,166.17,1661.7,2023-10-17,CASH
3,118,SALE,8,282.1,2256.8,2023-09-02,CARD
1,129,SALE,9,162.13,1459.17,2023-08-07,UPI
38,200,SALE,1,272.33,272.33,2023-02-03,CARD
13,125,SALE,10,110.61,1106.1,2023-03-04,CARD
41,66,SALE,6,167.62,1005.72,2023-07-13,UPI
9,45,SALE,10,324.65,3246.5,2023-07-18,CASH
42,37,SALE,1,412.16,412.16,2023-04-28,CARD
18,195,SALE,1,179.5,179.5,2023-07-15,UPI
34,114,SALE,3,240.91,722.73,2023-05-31,UPI
30,160,SALE,3,404.45,1213.35,2023-02-19,CASH
6,191,SALE,1,68.11,68.11,2023-06-23,CARD
22,161,SALE,6,181.22,1087.32,2023-09-10,CARD
48,45,SALE,1,327.49,327.49,2023-06-09,UPI
21,100,SALE,8,199.76,1598.08,2023-02-24,UPI
39,117,SALE,2,251.19,502.38,2023-03-17,CASH
15,51,SALE,7,210.22,1471.54,2023-02-12,CASH
32,192,SALE,8,254.04,2032.32,2023-07-12,CASH
46,146,SALE,3,486.39,1459.17,2023-12-24,CASH
34,125,SALE,10,106.53,1065.3,2023-07-15,CARD
19,180,SALE,4,62.63,250.52,2023-07-08,CASH
12,119,SALE,4,285.97,1143.88,2023-08-05,UPI
35,200,SALE,6,278.92,1673.52,2023-03-29,CASH
36,186,SALE,2,224.8,449.6,2023-05-24,CARD
6,54,SALE,9,431.58,3884.22,2023-04-11,UPI
10,9,SALE,5,478.43,2392.15,2023-01-06,CASH
21,99,SALE,4,214.36,857.44,2023-01-28,CARD
25,56,SALE,8,113.05,904.4,2023-11-05,UPI
38,173,SALE,6,238.11,1428.66,2023-10-25,CASH
1,64,SALE,1,124.15,124.15,2023-10-08,CARD
43,94,SALE,10,194.7,1947.0,2023-04-21,CARD
43,110,SALE,1,128.99,128.99,2023-07-09,CASH
10,93,SALE,8,174.02,1392.16,2023-02-07,CASH
33,56,SALE,7,123.52,864.64,2023-04-30,CASH
39,119,SALE,8,293.19,2345.52,2023-03-31,CARD
13,48,SALE,5,170.14,850.7,2023-02-19,CARD
25,83,SALE,3,88.52,265.56,2023-07-07,UPI
41,186,SALE,5,226.35,1131.75,2023-11-06,CASH
15,177,SALE,5,332.83,1664.15,2023-06-20,UPI
28,166,SALE,7,323.13,2261.91,2023-11-21,CASH
7,33,SALE,7,228.61,1600.27,2023-02-12,CASH
27,104,SALE,7,303.35,2123.45,2023-01-08,CARD
43,172,SALE,2,421.54,843.08,2023-07-28,UPI
16,3,SALE,7,252.89,1770.23,2023-01-31,CASH
2,25,SALE,5,131.88,659.4,2023-01-25,CASH
11,11,SALE,6,163.41,980.46,2023-07-07,UPI
15,147,SALE,7,263.3,1843.1,2023-03-15,CARD
35,21,SALE,9,153.36,1380.24,2023-05-11,CARD
44,179,SALE,4,102.1,408.4,2023-11-02,CASH
42,199,SALE,5,334.26,1671.3,2023-11-04,CASH
16,83,SALE,3,87.08,261.24,2023-02-26,CASH
49,16,SALE,7,86.75,607.25,2023-04-01,UPI
46,130,SALE,7,86.26,603.82,2023-10-31,UPI
36,141,SALE,1,324.59,324.59,2023-09-25,CARD
10,199,SALE,8,338.55,2708.4,2023-09-04,CARD
32,84,SALE,4,36.82,147.28,2023-06-20,UPI
8,66,SALE,10,168.62,1686.2,2023-04-28,CASH
1,150,SALE,3,303.59,910.77,2023-06-04,UPI
13,97,SALE,6,404.97,2429.82,2023-01-06,UPI
17,9,SALE,4,452.65,1810.6,2023-04-18,CASH
17,33,SALE,10,213.26,2132.6,2023-07-03,UPI
48,179,SALE,1,87.48,87.48,2023-09-17,CARD
11,127,SALE,9,293.87,2644.83,2023-05-16,UPI
7,69,SALE,5,187.95,939.75,2023-08-26,CARD
35,188,SALE,8,235.06,1880.48,2023-10-18,CASH
36,188,SALE,5,257.54,1287.7,2023-01-20,CASH
23,100,SALE,5,196.7,983.5,2023-05-28,UPI
45,168,SALE,6,340.11,2040.66,2023-10-23,UPI
42,24,SALE,9,466.86,4201.74,2023-01-17,CASH
44,90,SALE,2,215.07,430.14,2023-03-22,CARD
8,179,SALE,7,93.06,651.42,2023-08-27,UPI
42,183,SALE,5,401.29,2006.45,2023-09-06,CARD
4,60,SALE,1,113.81,113.81,2023-04-12,CARD
39,60,SALE,3,118.47,355.41,2023-10-05,UPI
40,125,SALE,9,95.89,863.01,2023-06-15,UPI
15,155,SALE,1,480.99,480.99,2023-03-03,CASH
50,184,SALE,10,410.14,4101.4,2023-02-27,CASH
36,122,SALE,6,248.69,1492.14,2023-11-11,CASH
47,199,SALE,4,324.44,1297.76,2023-12-25,UPI
2,114,SALE,5,243.79,1218.95,2023-10-17,CASH
38,200,SALE,2,282.11,564.22,2023-10-08,UPI
11,38,SALE,2,264.81,529.62,2023-05-17,UPI
46,18,SALE,3,12.89,38.67,2023-03-21,CASH
35,74,SALE,7,244.46,1711.22,2023-09-16,UPI
20,185,SALE,2,222.0,444.0,2023-07-01,CASH
24,22,SALE,6,23.47,140.82,2023-07-28,UPI
37,166,SALE,1,340.67,340.67,2023-12-18,CARD
41,20,SALE,9,452.11,4068.99,2023-04-20,CARD
38,101,SALE,10,247.62,2476.2,2023-03-26,CASH
19,29,SALE,3,199.68,599.04,2023-05-18,UPI
34,152,SALE,2,468.98,937.96,2023-05-27,CARD
46,47,SALE,2,96.47,192.94,2023-02-23,CASH
